Lat,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Lon,Province/State,Country/Region,Last Update,date
13.4443,136,5,110,131,66,82.81119656089972,1079,6,3.676470588235294,316,GUM,657.0094197736088,4.411764705882353,144.7937,Guam,US,2020-04-18T22:32:47Z,2020-04-18
21.0943,574,9,390,565,15,40.542850402532586,22343,48,1.5679442508710801,84000015,USA,1578.1339835257588,8.362369337979095,-157.4983,Hawaii,US,2020-04-18T22:32:47Z,2020-04-18
44.2405,1655,43,453,1612,16,102.76330846937311,16609,151,2.598187311178248,84000016,USA,1031.2965500711891,9.123867069486405,-114.4788,Idaho,US,2020-04-18T22:32:47Z,2020-04-18
40.3495,29160,1259,NA,27901,17,248.47360432350888,137404,4340,4.3175582990397805,84000017,USA,1170.825347341132,14.883401920438958,-88.9861,Illinois,US,2020-04-18T22:32:47Z,2020-04-18
39.8494,10641,545,NA,10096,18,162.60711730481415,56873,NA,5.121699088431538,84000018,USA,869.086982659214,NA,-86.2583,Indiana,US,2020-04-18T22:32:47Z,2020-04-18
42.0115,2513,74,1095,2439,19,95.88993529623427,22947,193,2.9446876243533624,84000019,USA,875.6014107611173,7.6800636689216075,-93.2105,Iowa,US,2020-04-18T22:32:47Z,2020-04-18
38.5266,1821,85,NA,1736,20,74.67742305887911,17676,383,4.667764964305327,84000020,USA,724.875414601179,21.032399780340473,-96.7265,Kansas,US,2020-04-18T22:32:47Z,2020-04-18
37.6681,2707,144,979,2563,21,79.07567632780388,30596,1008,5.319541928333949,84000021,USA,893.7567022258912,37.23679349833764,-84.6701,Kentucky,US,2020-04-18T22:32:47Z,2020-04-18
31.1695,23580,1267,NA,22313,22,512.9135447024383,137999,1761,5.373197625106022,84000022,USA,3001.762351797786,7.468193384223919,-91.8678,Louisiana,US,2020-04-18T22:32:47Z,2020-04-18
44.6939,847,32,382,815,23,72.14613894647898,14923,136,3.7780401416765055,84000023,USA,1271.117864815001,16.05667060212515,-69.3819,Maine,US,2020-04-18T22:32:47Z,2020-04-18
39.0639,12326,421,771,11905,24,207.39197773640558,65370,2757,3.4155443777381147,84000024,USA,1099.8875210635106,22.367353561577154,-76.8021,Maryland,US,2020-04-18T22:32:47Z,2020-04-18
42.2302,36372,1404,NA,34968,25,529.9127068906135,156806,3729,3.860112174199934,84000025,USA,2284.5455822250506,10.252391949851534,-71.5301,Massachusetts,US,2020-04-18T22:32:47Z,2020-04-18
43.3266,30791,2308,3237,28483,26,386.46917340078943,99727,3634,7.495696794517879,84000026,USA,1251.7102807879096,11.802149978889936,-84.5361,Michigan,US,2020-04-18T22:32:47Z,2020-04-18
45.6945,2209,121,1118,2088,27,44.65832640243116,44268,561,5.4775916704391125,84000027,USA,894.9455831520247,25.39610683567225,-93.9002,Minnesota,US,2020-04-18T22:32:47Z,2020-04-18
32.7416,3974,152,NA,3822,28,137.26139003580403,38765,782,3.824861600402617,84000028,USA,1338.9375401957582,19.677906391545044,-89.6787,Mississippi,US,2020-04-18T22:32:47Z,2020-04-18
38.4561,5579,197,NA,5382,29,95.21361710029053,53759,875,3.531098763219215,84000029,USA,917.474250169299,15.683814303638645,-92.2884,Missouri,US,2020-04-18T22:32:47Z,2020-04-18
46.9219,426,10,234,416,30,49.192424366647536,10569,55,2.347417840375587,84000030,USA,1220.4571200260511,12.910798122065728,-110.4544,Montana,US,2020-04-18T22:32:47Z,2020-04-18
41.1254,1249,24,NA,1225,31,81.88703391919606,13677,NA,1.9215372297838271,84000031,USA,896.6925243497553,NA,-98.2681,Nebraska,US,2020-04-18T22:32:47Z,2020-04-18
38.3135,3626,151,NA,3475,32,120.19768641000405,30751,NA,4.164368450082736,84000032,USA,1019.3599158284707,NA,-117.0554,Nevada,US,2020-04-18T22:32:47Z,2020-04-18
43.4525,1342,38,468,1304,33,101.04295605610218,12852,190,2.831594634873323,84000033,USA,967.6632423494972,14.157973174366617,-71.5639,New Hampshire,US,2020-04-18T22:32:47Z,2020-04-18
40.2989,81420,4070,NA,77350,34,916.665822280316,162536,7718,4.998771800540408,84000034,USA,1829.9090652192758,9.479243429132891,-74.521,New Jersey,US,2020-04-18T22:32:47Z,2020-04-18
34.8405,1798,53,382,1745,35,107.82395310917386,35613,242,2.947719688542825,84000035,USA,2135.6698787970013,13.459399332591769,-106.2485,New Mexico,US,2020-04-18T22:32:47Z,2020-04-18
42.1657,241712,17671,23887,224041,36,1433.5546029971488,596532,54339,7.310766532071225,84000036,USA,3537.93437824806,22.480886344078904,-74.9481,New York,US,2020-04-18T22:32:47Z,2020-04-18
35.6301,6328,187,NA,6141,37,63.80399027009314,76211,388,2.9551201011378003,84000037,USA,768.420654626117,6.131479140328698,-79.8064,North Carolina,US,2020-04-18T22:32:47Z,2020-04-18
47.5289,528,9,183,519,38,87.06865561378456,12963,47,1.7045454545454546,84000038,USA,2137.6344369725175,8.901515151515152,-99.78399999999999,North Dakota,US,2020-04-18T22:32:47Z,2020-04-18
15.0979,14,2,9,12,69,25.388074858552155,56,NA,14.285714285714286,580,MNP,101.55229943420862,NA,145.6739,Northern Mariana Islands,US,2020-04-18T22:32:47Z,2020-04-18
40.3888,10222,451,NA,9771,39,91.48136812166969,78758,2519,4.41205243592252,84000039,USA,704.8414782358111,24.642927020152612,-82.7649,Ohio,US,2020-04-18T22:32:47Z,2020-04-18
35.5653,2465,136,1515,2329,40,67.39329304134858,35536,541,5.517241379310345,84000040,USA,971.5570229279365,21.947261663286003,-96.9289,Oklahoma,US,2020-04-18T22:32:47Z,2020-04-18
44.571999999999996,1844,72,NA,1772,41,46.018616077467,37583,449,3.9045553145336225,84000041,USA,937.9162950322354,24.349240780911064,-122.0709,Oregon,US,2020-04-18T22:32:47Z,2020-04-18
40.5908,31652,1042,NA,30610,42,251.45586926455672,153965,2613,3.292051055225578,84000042,USA,1223.1581862541855,8.25540250221155,-77.2098,Pennsylvania,US,2020-04-18T22:32:47Z,2020-04-18
18.2208,1118,60,NA,1058,72,38.11266622304159,9173,NA,5.366726296958855,630,PRI,312.7079492522009,NA,-66.5901,Puerto Rico,US,2020-04-18T22:32:47Z,2020-04-18
41.6809,4491,137,217,4354,44,423.93480598209675,32826,331,3.0505455355154756,84000044,USA,3098.660418875152,7.370296147851258,-71.5118,Rhode Island,US,2020-04-18T22:32:47Z,2020-04-18
33.8569,4248,119,2633,4129,45,84.28613237168835,38833,776,2.8013182674199624,84000045,USA,770.499853669909,18.267419962335218,-80.945,South Carolina,US,2020-04-18T22:32:47Z,2020-04-18
44.2998,1542,7,552,1535,46,209.54161751996216,11660,68,0.45395590142671854,84000046,USA,1584.4716344246167,4.409857328145266,-99.4388,South Dakota,US,2020-04-18T22:32:47Z,2020-04-18
35.7478,6589,142,3234,6447,47,100.36666047721155,90586,719,2.1551069965093337,84000047,USA,1379.8473677323852,10.912126271057824,-86.6923,Tennessee,US,2020-04-18T22:32:47Z,2020-04-18
31.0545,18704,476,4806,18228,48,81.37636389922784,176239,1321,2.5449101796407185,84000048,USA,766.7712252585551,7.062660393498716,-97.5635,Texas,US,2020-04-18T22:32:47Z,2020-04-18
40.15,2917,25,565,2892,49,101.78367427549355,59944,251,0.8570449091532396,84000049,USA,2091.64229371621,8.604730887898526,-111.8624,Utah,US,2020-04-18T22:32:47Z,2020-04-18
44.0459,803,38,15,765,50,131.51192860687433,12566,56,4.732254047322541,84000050,USA,2058.006095733478,6.973848069738481,-72.7107,Vermont,US,2020-04-18T22:32:47Z,2020-04-18
18.3358,53,3,46,50,78,49.40895700488496,443,NA,5.660377358490566,850,VIR,412.984301003095,NA,-64.8963,Virgin Islands,US,2020-04-18T22:32:47Z,2020-04-18
37.7693,8053,258,1228,7795,51,101.84350271839823,51931,1307,3.203774990686701,84000051,USA,656.7533763403873,16.229976406308207,-78.17,Virginia,US,2020-04-18T22:32:47Z,2020-04-18
47.4009,11776,613,NA,11163,53,155.98584417867215,131627,518,5.205502717391305,84000053,USA,1743.5418403283015,4.398777173913044,-121.4905,Washington,US,2020-04-18T22:32:47Z,2020-04-18
38.4912,785,16,255,769,54,59.33493474668896,19440,83,2.038216560509554,84000054,USA,1469.3899764020807,10.573248407643312,-80.9545,West Virginia,US,2020-04-18T22:32:47Z,2020-04-18
44.2685,4199,212,NA,3987,55,81.14682357242755,48161,1176,5.0488211478923555,84000055,USA,930.7244987072359,28.006668254346273,-89.6165,Wisconsin,US,2020-04-18T22:32:47Z,2020-04-18
42.756,309,2,206,307,56,62.14302952296678,6522,50,0.6472491909385113,84000056,USA,1311.6402542032017,16.181229773462782,-107.3025,Wyoming,US,2020-04-18T22:32:47Z,2020-04-18
53.9333,2562,51,0,2511,NA,58.053823734814124,NA,NA,1.990632318501171,12401,CAN,NA,NA,-116.5765,Alberta,Canada,NA,NA
18.2206,3,0,1,2,NA,19.997333688841486,NA,NA,0,660,AIA,NA,NA,-63.068600000000004,Anguilla,United Kingdom,NA,NA
31.8257,991,6,984,1,NA,1.567046173308033,NA,NA,0.6054490413723511,15601,CHN,NA,NA,117.2264,Anhui,China,NA,NA
12.5211,96,2,44,50,NA,89.91626547777382,NA,NA,2.0833333333333335,533,ABW,NA,NA,-69.9683,Aruba,Netherlands,NA,NA
-35.4735,103,3,88,12,NA,24.059799112356927,NA,NA,2.912621359223301,3601,AUS,NA,NA,149.0124,Australian Capital Territory,Australia,NA,NA
40.1824,593,8,509,76,NA,2.7530176415970287,NA,NA,1.349072512647555,15602,CHN,NA,NA,116.4142,Beijing,China,NA,NA
32.3078,83,5,35,43,NA,133.28408780691473,NA,NA,6.024096385542169,60,BMU,NA,NA,-64.7505,Bermuda,United Kingdom,NA,NA
12.1784,3,0,0,3,NA,11.441211242896914,NA,NA,0,535,BES,NA,NA,-68.2385,"Bonaire, Sint Eustatius and Saba",Netherlands,NA,NA
53.7267,1618,78,0,1540,NA,31.65772404443273,NA,NA,4.8207663782447465,12402,CAN,NA,NA,-127.6476,British Columbia,Canada,NA,NA
18.4207,4,0,2,2,NA,13.228825611006384,NA,NA,0,92,VGB,NA,NA,-64.64,British Virgin Islands,United Kingdom,NA,NA
19.3133,61,1,7,53,NA,92.8180158247109,NA,NA,1.639344262295082,136,CYM,NA,NA,-81.2546,Cayman Islands,United Kingdom,NA,NA
49.3723,484,21,73,390,NA,283.87263268406264,NA,NA,4.338842975206612,8261,GBR,NA,NA,-2.3644,Channel Islands,United Kingdom,NA,NA
30.0572,579,6,570,3,NA,1.8665377176015474,NA,NA,1.0362694300518134,15603,CHN,NA,NA,107.874,Chongqing,China,NA,NA
12.1696,14,1,11,2,NA,8.531383302864107,NA,NA,7.142857142857143,531,CUW,NA,NA,-68.99,Curacao,Netherlands,NA,NA
-51.7963,11,0,3,8,NA,315.81969566465693,NA,NA,0,238,FLK,NA,NA,-59.5236,Falkland Islands (Malvinas),United Kingdom,NA,NA
61.8926,184,0,173,11,NA,376.54763122889597,NA,NA,0,234,FRO,NA,NA,-6.9118,Faroe Islands,Denmark,NA,NA
4,96,0,64,32,NA,32.14120703624591,NA,NA,0,254,GUF,NA,NA,-53,French Guiana,France,NA,NA
-17.6797,55,0,2,53,NA,19.5796428673141,NA,NA,0,258,PYF,NA,NA,-149.4068,French Polynesia,France,NA,NA
26.0789,355,1,336,18,NA,0.9007866023851814,NA,NA,0.28169014084507044,15604,CHN,NA,NA,117.9874,Fujian,China,NA,NA
37.8099,139,2,137,0,NA,0.5271141448615851,NA,NA,1.4388489208633093,15605,CHN,NA,NA,101.0583,Gansu,China,NA,NA
36.1408,132,0,111,21,NA,391.7960286129827,NA,NA,0,292,GIB,NA,NA,-5.3536,Gibraltar,United Kingdom,NA,NA
71.7069,11,0,11,0,NA,19.375748608468964,NA,NA,0,304,GRL,NA,NA,-42.6043,Greenland,Denmark,NA,NA
16.265,148,8,73,67,NA,36.9882562286474,NA,NA,5.405405405405405,312,GLP,NA,NA,-61.551,Guadeloupe,France,NA,NA
23.3417,1579,8,1482,89,NA,1.391679887184911,NA,NA,0.506649778340722,15606,CHN,NA,NA,113.4244,Guangdong,China,NA,NA
23.8298,254,2,252,0,NA,0.5156313438895656,NA,NA,0.7874015748031497,15607,CHN,NA,NA,108.7881,Guangxi,China,NA,NA
26.8154,146,2,144,0,NA,0.40555555555555556,NA,NA,1.36986301369863,15608,CHN,NA,NA,106.8748,Guizhou,China,NA,NA
19.1959,168,6,162,0,NA,1.7987152034261242,NA,NA,3.5714285714285716,15609,CHN,NA,NA,109.7453,Hainan,China,NA,NA
39.549,328,6,316,6,NA,0.43409211222869243,NA,NA,1.829268292682927,15610,CHN,NA,NA,116.1306,Hebei,China,NA,NA
47.861999999999995,892,13,472,407,NA,2.364166445799099,NA,NA,1.4573991031390134,15611,CHN,NA,NA,127.7615,Heilongjiang,China,NA,NA
33.882,1276,22,1254,0,NA,1.3284747527329517,NA,NA,1.7241379310344827,15612,CHN,NA,NA,113.61399999999999,Henan,China,NA,NA
22.3,1024,4,568,452,NA,13.658818714929248,NA,NA,0.390625,344,HKG,NA,NA,114.2,Hong Kong,China,NA,NA
30.9756,68128,4512,63494,122,NA,115.13942876457665,NA,NA,6.622827618600282,15613,CHN,NA,NA,112.2707,Hubei,China,NA,NA
27.6104,1019,4,1015,0,NA,1.4770256558921582,NA,NA,0.39254170755642787,15614,CHN,NA,NA,111.7088,Hunan,China,NA,NA
44.0935,193,1,104,88,NA,0.7616416732438832,NA,NA,0.5181347150259067,15615,CHN,NA,NA,113.9448,Inner Mongolia,China,NA,NA
54.2361,297,6,180,111,NA,349.28027095681625,NA,NA,2.0202020202020203,833,IMN,NA,NA,-4.5481,Isle of Man,United Kingdom,NA,NA
32.9711,653,0,643,10,NA,0.8110793690224817,NA,NA,0,15616,CHN,NA,NA,119.455,Jiangsu,China,NA,NA
27.614,937,1,936,0,NA,2.01592082616179,NA,NA,0.10672358591248667,15617,CHN,NA,NA,115.7221,Jiangxi,China,NA,NA
43.6661,102,1,97,4,NA,0.3772189349112426,NA,NA,0.9803921568627451,15618,CHN,NA,NA,126.1923,Jilin,China,NA,NA
41.2956,146,2,142,2,NA,0.3349392062399633,NA,NA,1.36986301369863,15619,CHN,NA,NA,122.6085,Liaoning,China,NA,NA
22.1667,45,0,17,28,NA,6.930092308829553,NA,NA,0,446,MAC,NA,NA,113.55,Macau,China,NA,NA
53.7609,253,5,0,248,NA,18.366379507476132,NA,NA,1.976284584980237,12403,CAN,NA,NA,-98.8139,Manitoba,Canada,NA,NA
14.6415,158,8,73,77,NA,42.1035801367034,NA,NA,5.063291139240507,474,MTQ,NA,NA,-61.0242,Martinique,France,NA,NA
-12.8275,254,4,117,133,NA,93.104067621411,NA,NA,1.5748031496062993,175,MYT,NA,NA,45.166244,Mayotte,France,NA,NA
16.742498,11,0,2,9,NA,220.04400880176036,NA,NA,0,500,MSR,NA,NA,-62.187366,Montserrat,United Kingdom,NA,NA
46.5653,117,0,0,117,NA,15.000134616592714,NA,NA,0,12404,CAN,NA,NA,-66.4619,New Brunswick,Canada,NA,NA
-20.904305,18,0,14,4,NA,6.304927300685486,NA,NA,0,540,NCL,NA,NA,165.618042,New Caledonia,France,NA,NA
-33.8688,2926,26,1379,1521,NA,36.043360433604335,NA,NA,0.8885850991114149,3602,AUS,NA,NA,151.2093,New South Wales,Australia,NA,NA
53.1355,257,3,0,254,NA,49.29368101042456,NA,NA,1.1673151750972763,12405,CAN,NA,NA,-57.6604,Newfoundland and Labrador,Canada,NA,NA
37.2692,75,0,75,0,NA,1.0901162790697674,NA,NA,0,15620,CHN,NA,NA,106.1655,Ningxia,China,NA,NA
-12.4634,28,0,9,19,NA,11.400651465798045,NA,NA,0,3603,AUS,NA,NA,130.8456,Northern Territory,Australia,NA,NA
64.8255,5,0,0,5,NA,11.13486549082487,NA,NA,0,12406,CAN,NA,NA,-124.8457,Northwest Territories,Canada,NA,NA
44.682,649,7,0,642,NA,66.3967826717697,NA,NA,1.078582434514638,12407,CAN,NA,NA,-63.7443,Nova Scotia,Canada,NA,NA
51.2538,11013,564,0,10449,NA,74.85813964506244,NA,NA,5.121220375919368,12408,CAN,NA,NA,-85.3232,Ontario,Canada,NA,NA
46.5107,26,0,0,26,NA,16.43925694558606,NA,NA,0,12409,CAN,NA,NA,-63.4168,Prince Edward Island,Canada,NA,NA
35.7452,18,0,18,0,NA,0.29850746268656714,NA,NA,0,15621,CHN,NA,NA,95.9956,Qinghai,China,NA,NA
52.9399,17521,688,0,16833,NA,205.21982919469636,NA,NA,3.926716511614634,12410,CAN,NA,NA,-73.5491,Quebec,Canada,NA,NA
-27.4698,1015,6,738,271,NA,19.841657706969016,NA,NA,0.5911330049261084,3604,AUS,NA,NA,153.0251,Queensland,Australia,NA,NA
NA,0,0,10964,-10964,NA,NA,NA,NA,NA,12415,CAN,NA,NA,NA,Recovered,Canada,NA,NA
NA,0,0,64840,-64840,NA,NA,NA,NA,NA,84070001,USA,NA,NA,NA,Recovered,US,NA,NA
-21.1151,407,0,237,170,NA,45.4592162697083,NA,NA,0,638,REU,NA,NA,55.5364,Reunion,France,NA,NA
17.9,6,0,5,1,NA,60.69802731411229,NA,NA,0,652,BLM,NA,NA,-62.8333,Saint Barthelemy,France,NA,NA
46.8852,1,0,0,1,NA,17.25625539257981,NA,NA,0,666,SPM,NA,NA,-56.3159,Saint Pierre and Miquelon,France,NA,NA
52.9399,313,4,0,309,NA,26.48802622737728,NA,NA,1.2779552715654952,12411,CAN,NA,NA,-106.4509,Saskatchewan,Canada,NA,NA
35.1917,256,3,252,1,NA,0.6625258799171843,NA,NA,1.171875,15622,CHN,NA,NA,108.8701,Shaanxi,China,NA,NA
36.3427,787,7,765,15,NA,0.7833184035035334,NA,NA,0.8894536213468869,15623,CHN,NA,NA,118.1498,Shandong,China,NA,NA
31.201999999999998,628,7,512,109,NA,2.5907590759075907,NA,NA,1.1146496815286624,15624,CHN,NA,NA,121.4491,Shanghai,China,NA,NA
37.5777,197,0,135,62,NA,0.5298547606239914,NA,NA,0,15625,CHN,NA,NA,112.2922,Shanxi,China,NA,NA
30.6171,561,3,553,5,NA,0.6725812252727491,NA,NA,0.5347593582887701,15626,CHN,NA,NA,102.7103,Sichuan,China,NA,NA
18.0425,64,9,12,43,NA,149.2467702066135,NA,NA,14.0625,534,SXM,NA,NA,-63.0548,Sint Maarten,Netherlands,NA,NA
-34.9285,435,4,331,100,NA,24.765157984628523,NA,NA,0.9195402298850575,3605,AUS,NA,NA,138.6007,South Australia,Australia,NA,NA
18.0708,37,2,19,16,NA,95.70863188390801,NA,NA,5.405405405405405,663,MAF,NA,NA,-63.0501,St Martin,France,NA,NA
-42.8821,180,7,67,106,NA,33.61344537815126,NA,NA,3.888888888888889,3606,AUS,NA,NA,147.3272,Tasmania,Australia,NA,NA
39.3054,189,3,173,13,NA,1.2115384615384615,NA,NA,1.5873015873015872,15627,CHN,NA,NA,117.323,Tianjin,China,NA,NA
31.6927,1,0,1,0,NA,0.029069767441860465,NA,NA,0,15628,CHN,NA,NA,88.0924,Tibet,China,NA,NA
21.69400000000001,11,1,0,10,NA,28.410558396611396,NA,NA,9.090909090909092,796,TCA,NA,NA,-71.7979,Turks and Caicos Islands,United Kingdom,NA,NA
-37.8136,1319,14,1172,133,NA,19.894719377366176,NA,NA,1.061410159211524,3607,AUS,NA,NA,144.9631,Victoria,Australia,NA,NA
-31.9505,541,7,340,194,NA,20.565650421956967,NA,NA,1.2939001848428835,3608,AUS,NA,NA,115.8605,Western Australia,Australia,NA,NA
41.1129,76,3,73,0,NA,0.305589063128267,NA,NA,3.9473684210526314,15629,CHN,NA,NA,85.2401,Xinjiang,China,NA,NA
64.2823,9,0,0,9,NA,21.90953795218852,NA,NA,0,12412,CAN,NA,NA,-135,Yukon,Canada,NA,NA
24.974,184,2,177,5,NA,0.38095238095238093,NA,NA,1.0869565217391304,15630,CHN,NA,NA,101.48700000000001,Yunnan,China,NA,NA
29.1832,1268,1,1246,21,NA,2.2102143977688686,NA,NA,0.07886435331230283,15631,CHN,NA,NA,120.0934,Zhejiang,China,NA,NA
NA,13,0,0,13,NA,NA,NA,NA,0,12414,CAN,NA,NA,NA,Grand Princess,Canada,NA,NA
32.3182,4888,157,NA,4731,1,104.24626516641334,45712,641,3.2119476268412437,84000001,USA,974.8987874973582,13.113747954173487,-86.9023,Alabama,US,2020-04-19T23:41:01Z,2020-04-19
61.3707,319,9,153,310,2,53.36688141678196,9895,37,2.8213166144200628,84000002,USA,1655.3770897149138,11.598746081504702,-152.4044,Alaska,US,2020-04-19T23:41:01Z,2020-04-19
-14.270999999999999,0,0,NA,NA,60,0,3,NA,NA,16,ASM,5.3917075537822825,NA,-170.132,American Samoa,US,NA,NA
33.7298,4933,184,994,4749,4,67.77293305949387,52990,631,3.729981755524022,84000004,USA,728.0129176611757,12.791404824650314,-111.4312,Arizona,US,2020-04-19T23:41:01Z,2020-04-19
34.9697,1781,39,721,1742,5,68.79032161503144,24209,291,2.18978102189781,84000005,USA,935.0617046481168,16.339135317237506,-92.3731,Arkansas,US,2020-04-19T23:41:01Z,2020-04-19
36.1162,31431,1177,NA,30254,6,80.1634946601028,280900,4731,3.7447106359963094,84000006,USA,716.4240924572199,15.052018707645319,-119.6816,California,US,2020-04-19T23:41:01Z,2020-04-19
39.0598,9730,420,NA,9310,8,171.70144841553798,44606,1797,4.316546762589928,84000008,USA,787.1443790363296,18.468653648509765,-105.3111,Colorado,US,2020-04-19T23:41:01Z,2020-04-19
41.5978,17962,1127,NA,16835,9,503.8023586880944,58213,1938,6.27435697583788,84000009,USA,1632.77177966318,10.789444382585458,-72.7554,Connecticut,US,2020-04-19T23:41:01Z,2020-04-19
39.3185,2538,67,466,2471,10,260.6381012237051,14794,249,2.639873916469661,84000010,USA,1519.2592866444024,9.810874704491725,-75.5071,Delaware,US,2020-04-19T23:41:01Z,2020-04-19
NA,49,0,0,49,88888,NA,NA,NA,0,84088888,USA,NA,NA,NA,Diamond Princess,US,2020-04-19T23:41:01Z,2020-04-19
38.8974,2793,96,622,2697,11,395.7497637261973,13699,313,3.4371643394199785,84000011,USA,1941.0583649427772,11.206587898317222,-77.0268,District of Columbia,US,2020-04-19T23:41:01Z,2020-04-19
27.7663,26314,774,NA,25540,12,123.93203170632941,256079,3930,2.9414000152010336,84000012,USA,1206.0648608088898,14.935015581059512,-81.6868,Florida,US,2020-04-19T23:41:01Z,2020-04-19
33.0406,18301,687,NA,17614,13,180.49403943608854,79933,3464,3.7538932298781487,84000013,USA,788.3410772222755,18.927927435659253,-83.6431,Georgia,US,2020-04-19T23:41:01Z,2020-04-19
NA,103,0,0,103,99999,NA,NA,NA,0,84099999,USA,NA,NA,NA,Grand Princess,US,2020-04-19T23:41:01Z,2020-04-19
13.4443,136,5,112,131,66,82.81119656089972,1079,6,3.676470588235294,316,GUM,657.0094197736088,4.411764705882353,144.7937,Guam,US,2020-04-19T23:41:01Z,2020-04-19
21.0943,580,10,410,570,15,40.9666432638831,23470,51,1.7241379310344827,84000015,USA,1657.7364093160973,8.793103448275861,-157.4983,Hawaii,US,2020-04-19T23:41:01Z,2020-04-19
44.2405,1668,44,520,1624,16,103.57051270508421,16869,151,2.6378896882494005,84000016,USA,1047.440634785411,9.052757793764988,-114.4788,Idaho,US,2020-04-19T23:41:01Z,2020-04-19
40.3495,30357,1290,NA,29067,17,258.6732924022208,143318,4314,4.249431762031821,84000017,USA,1221.2187937049605,14.210890404190136,-88.9861,Illinois,US,2020-04-19T23:41:01Z,2020-04-19
39.8494,11211,562,NA,10649,18,171.31739423966465,61142,NA,5.012933725805013,84000018,USA,934.3223725449626,NA,-86.2583,Indiana,US,2020-04-19T23:41:01Z,2020-04-19
42.0115,2902,75,1171,2827,19,110.7332241264114,24550,198,2.584424534803584,84000019,USA,936.7679711589938,6.8228807718814615,-93.2105,Iowa,US,2020-04-19T23:41:01Z,2020-04-19
38.5266,1905,93,NA,1812,20,78.12218062996415,18130,390,4.881889763779528,84000020,USA,743.4935090925196,20.47244094488189,-96.7265,Kansas,US,2020-04-19T23:41:01Z,2020-04-19
37.6681,2960,146,1174,2814,21,86.46619945707405,32225,1059,4.9324324324324325,84000021,USA,941.3423234811526,35.777027027027025,-84.6701,Kentucky,US,2020-04-19T23:41:01Z,2020-04-19
31.1695,23928,1296,NA,22632,22,520.4832611382504,141504,1748,5.4162487462387165,84000022,USA,3078.0033176239967,7.3052490805750585,-91.8678,Louisiana,US,2020-04-19T23:41:01Z,2020-04-19
44.6939,867,34,393,833,23,73.84970775277128,14943,136,3.9215686274509802,84000023,USA,1272.8214336212932,15.686274509803921,-69.3819,Maine,US,2020-04-19T23:41:01Z,2020-04-19
39.0639,12847,461,914,12386,24,216.15809978740893,67891,2886,3.5883863937105938,84000024,USA,1142.3047834254673,22.464388573207753,-76.8021,Maryland,US,2020-04-19T23:41:01Z,2020-04-19
42.2302,38077,1706,NA,36371,25,554.753275604143,162241,3729,4.480394989101032,84000025,USA,2363.729447889586,9.793313548861518,-71.5301,Massachusetts,US,2020-04-19T23:41:01Z,2020-04-19
43.3266,31424,2391,3237,29033,26,394.4141893717777,109661,3403,7.608834012219959,84000026,USA,1376.3955709234506,10.829302443991853,-84.5361,Michigan,US,2020-04-19T23:41:01Z,2020-04-19
45.6945,2356,134,1160,2222,27,47.630157086522324,45716,574,5.687606112054329,84000027,USA,924.219126217086,24.36332767402377,-93.9002,Minnesota,US,2020-04-19T23:41:01Z,2020-04-19
32.7416,4274,159,NA,4115,28,147.62334700881388,39065,808,3.720168460458587,84000028,USA,1349.2994971687679,18.905007019185774,-89.6787,Mississippi,US,2020-04-19T23:41:01Z,2020-04-19
38.4561,5743,199,NA,5544,29,98.01251174170434,53909,875,3.4650879331359916,84000029,USA,920.0342147803482,15.235939404492425,-92.2884,Missouri,US,2020-04-19T23:41:01Z,2020-04-19
46.9219,433,10,243,423,30,50.0007505886347,10898,55,2.3094688221709005,84000030,USA,1258.448452459448,12.702078521939955,-110.4544,Montana,US,2020-04-19T23:41:01Z,2020-04-19
41.1254,1474,28,NA,1446,31,96.63850119847477,14575,NA,1.8995929443690638,84000031,USA,955.5672693132766,NA,-98.2681,Nebraska,US,2020-04-19T23:41:01Z,2020-04-19
38.3135,3728,158,NA,3570,32,123.578867880997,31598,NA,4.238197424892704,84000032,USA,1047.4369815728924,NA,-117.0554,Nevada,US,2020-04-19T23:41:01Z,2020-04-19
43.4525,1390,38,513,1352,33,104.65701111623102,13424,192,2.7338129496402876,84000033,USA,1010.7307318160325,13.81294964028777,-71.5639,New Hampshire,US,2020-04-19T23:41:01Z,2020-04-19
40.2989,85301,4362,NA,80939,34,960.3600013059843,170688,7494,5.113656346349984,84000034,USA,1921.6882322940626,8.785360077841995,-74.521,New Jersey,US,2020-04-19T23:41:01Z,2020-04-19
34.8405,1845,55,465,1790,35,110.64248803471955,36632,258,2.9810298102981028,84000035,USA,2196.77811473596,13.983739837398375,-106.2485,New Mexico,US,2020-04-19T23:41:01Z,2020-04-19
42.1657,247815,18298,23887,229517,36,1469.750504491868,617555,55723,7.383733833706596,84000036,USA,3662.618375810486,22.485725238585236,-74.9481,New York,US,2020-04-19T23:41:01Z,2020-04-19
35.6301,6601,200,NA,6401,37,66.55659604501973,78772,465,3.0298439630359035,84000037,USA,794.2427183242378,7.044387214058476,-79.8064,North Carolina,US,2020-04-19T23:41:01Z,2020-04-19
47.5289,585,9,189,576,38,96.46811275390903,13630,51,1.5384615384615385,84000038,USA,2247.624575787658,8.717948717948717,-99.78399999999999,North Dakota,US,2020-04-19T23:41:01Z,2020-04-19
