OBJECTID,ADM0_NAME,DateOfDataEntry,cum_conf,NewCase,CENTER_LON,CENTER_LAT,ADM0_VIZ_NAME,GUID,Short_Name_ZH,Short_Name_FR,Short_Name_ES,Short_Name_RU,Short_Name_AR 
5307,Nigeria,2020-03-01T00:00:00.000Z,1,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5308,Nigeria,2020-03-02T00:00:00.000Z,1,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5309,Nigeria,2020-03-03T00:00:00.000Z,1,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5310,Nigeria,2020-03-04T00:00:00.000Z,1,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5311,Nigeria,2020-03-05T00:00:00.000Z,1,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5312,Nigeria,2020-03-06T00:00:00.000Z,1,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5313,Nigeria,2020-03-07T00:00:00.000Z,1,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5314,Nigeria,2020-03-08T00:00:00.000Z,1,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5315,Nigeria,2020-03-09T00:00:00.000Z,2,1,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5316,Nigeria,2020-03-10T00:00:00.000Z,2,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5317,Nigeria,2020-03-11T00:00:00.000Z,2,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5318,Nigeria,2020-03-12T00:00:00.000Z,2,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5319,Nigeria,2020-03-13T00:00:00.000Z,2,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5320,Nigeria,2020-03-14T00:00:00.000Z,2,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5321,Nigeria,2020-03-15T00:00:00.000Z,2,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5322,Nigeria,2020-03-16T00:00:00.000Z,2,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5323,Nigeria,2020-03-17T00:00:00.000Z,2,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5324,Nigeria,2020-03-18T00:00:00.000Z,3,1,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5325,Nigeria,2020-03-19T00:00:00.000Z,8,5,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5326,Nigeria,2020-03-20T00:00:00.000Z,12,4,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5327,Nigeria,2020-03-21T00:00:00.000Z,12,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5328,Nigeria,2020-03-22T00:00:00.000Z,22,10,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5329,Nigeria,2020-03-23T00:00:00.000Z,22,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5330,Nigeria,2020-03-24T00:00:00.000Z,22,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5331,Nigeria,2020-03-25T00:00:00.000Z,42,20,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5332,Nigeria,2020-03-26T00:00:00.000Z,46,4,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5333,Nigeria,2020-03-27T00:00:00.000Z,65,19,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5334,Nigeria,2020-03-28T00:00:00.000Z,65,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5335,Nigeria,2020-03-29T00:00:00.000Z,65,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5336,Nigeria,2020-03-30T00:00:00.000Z,65,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5337,Nigeria,2020-03-31T00:00:00.000Z,111,46,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5338,Nigeria,2020-04-01T00:00:00.000Z,111,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5339,Nigeria,2020-04-02T00:00:00.000Z,139,28,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5340,Nigeria,2020-04-03T00:00:00.000Z,174,35,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5341,Nigeria,2020-04-04T00:00:00.000Z,190,16,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5342,Nigeria,2020-04-05T00:00:00.000Z,208,18,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5343,Nigeria,2020-04-06T00:00:00.000Z,208,0,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5344,Nigeria,2020-04-07T00:00:00.000Z,232,24,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5345,Nigeria,2020-04-08T00:00:00.000Z,254,22,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5346,Nigeria,2020-04-09T00:00:00.000Z,276,22,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5347,Nigeria,2020-04-10T00:00:00.000Z,288,12,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5348,Nigeria,2020-04-11T00:00:00.000Z,305,17,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5349,Nigeria,2020-04-12T00:00:00.000Z,318,13,8.10527726,9.59360399,Nigeria,3eba1f03-98d4-4335-804e-6c3f9e7d5da1,尼日利亚,Nigéria,Nigeria,Нигерия,نيجيريا
5350,North Macedonia,2020-02-27T00:00:00.000Z,1,1,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5351,North Macedonia,2020-02-28T00:00:00.000Z,1,0,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5352,North Macedonia,2020-02-29T00:00:00.000Z,1,0,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5353,North Macedonia,2020-03-01T00:00:00.000Z,1,0,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5354,North Macedonia,2020-03-02T00:00:00.000Z,1,0,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5355,North Macedonia,2020-03-03T00:00:00.000Z,1,0,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5356,North Macedonia,2020-03-04T00:00:00.000Z,1,0,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5357,North Macedonia,2020-03-05T00:00:00.000Z,1,0,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5358,North Macedonia,2020-03-06T00:00:00.000Z,1,0,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5359,North Macedonia,2020-03-07T00:00:00.000Z,3,2,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5360,North Macedonia,2020-03-08T00:00:00.000Z,3,0,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5361,North Macedonia,2020-03-09T00:00:00.000Z,3,0,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5362,North Macedonia,2020-03-10T00:00:00.000Z,7,4,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5363,North Macedonia,2020-03-11T00:00:00.000Z,7,0,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5364,North Macedonia,2020-03-12T00:00:00.000Z,7,0,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5365,North Macedonia,2020-03-13T00:00:00.000Z,7,0,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5366,North Macedonia,2020-03-14T00:00:00.000Z,9,2,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5367,North Macedonia,2020-03-15T00:00:00.000Z,13,4,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5368,North Macedonia,2020-03-16T00:00:00.000Z,19,6,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5369,North Macedonia,2020-03-17T00:00:00.000Z,19,0,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5370,North Macedonia,2020-03-18T00:00:00.000Z,31,12,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5371,North Macedonia,2020-03-19T00:00:00.000Z,31,0,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5372,North Macedonia,2020-03-20T00:00:00.000Z,48,17,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5373,North Macedonia,2020-03-21T00:00:00.000Z,70,22,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5374,North Macedonia,2020-03-22T00:00:00.000Z,85,15,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5375,North Macedonia,2020-03-23T00:00:00.000Z,114,29,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5376,North Macedonia,2020-03-24T00:00:00.000Z,136,22,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5377,North Macedonia,2020-03-25T00:00:00.000Z,148,12,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5378,North Macedonia,2020-03-26T00:00:00.000Z,177,29,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5379,North Macedonia,2020-03-27T00:00:00.000Z,201,24,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5380,North Macedonia,2020-03-28T00:00:00.000Z,219,18,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5381,North Macedonia,2020-03-29T00:00:00.000Z,241,22,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5382,North Macedonia,2020-03-30T00:00:00.000Z,259,18,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5383,North Macedonia,2020-03-31T00:00:00.000Z,285,26,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5384,North Macedonia,2020-04-01T00:00:00.000Z,329,44,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5385,North Macedonia,2020-04-02T00:00:00.000Z,354,25,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5386,North Macedonia,2020-04-03T00:00:00.000Z,384,30,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5387,North Macedonia,2020-04-04T00:00:00.000Z,430,46,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5388,North Macedonia,2020-04-05T00:00:00.000Z,483,53,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5389,North Macedonia,2020-04-06T00:00:00.000Z,555,72,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5390,North Macedonia,2020-04-07T00:00:00.000Z,570,15,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5391,North Macedonia,2020-04-08T00:00:00.000Z,599,29,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5392,North Macedonia,2020-04-09T00:00:00.000Z,617,18,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5393,North Macedonia,2020-04-10T00:00:00.000Z,663,46,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5394,North Macedonia,2020-04-11T00:00:00.000Z,711,48,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5395,North Macedonia,2020-04-12T00:00:00.000Z,828,117,21.6991485,41.59922075,North Macedonia,3e3320e9-1f0d-44fb-9ca7-59fcb032f585,北马其顿,Macédoine du Nord,Macedonia del Norte,Северная Македония,مقدونيا الشمالية
5396,Northern Mariana Islands (Commonwealth of the),2020-03-29T00:00:00.000Z,2,2,145.5878321,16.25570464,Northern Mariana Islands (Commonwealth of the),b6207b55-8d8b-4599-9ea6-714cad3be598,"北马里亚纳群岛自由邦
",,,,
5397,Northern Mariana Islands (Commonwealth of the),2020-03-30T00:00:00.000Z,2,0,145.5878321,16.25570464,Northern Mariana Islands (Commonwealth of the),b6207b55-8d8b-4599-9ea6-714cad3be598,"北马里亚纳群岛自由邦
",,,,
5398,Northern Mariana Islands (Commonwealth of the),2020-03-31T00:00:00.000Z,2,0,145.5878321,16.25570464,Northern Mariana Islands (Commonwealth of the),b6207b55-8d8b-4599-9ea6-714cad3be598,"北马里亚纳群岛自由邦
",,,,
5399,Northern Mariana Islands (Commonwealth of the),2020-04-01T00:00:00.000Z,2,0,145.5878321,16.25570464,Northern Mariana Islands (Commonwealth of the),b6207b55-8d8b-4599-9ea6-714cad3be598,"北马里亚纳群岛自由邦
",,,,
5400,Northern Mariana Islands (Commonwealth of the),2020-04-02T00:00:00.000Z,6,4,145.5878321,16.25570464,Northern Mariana Islands (Commonwealth of the),b6207b55-8d8b-4599-9ea6-714cad3be598,"北马里亚纳群岛自由邦
",,,,
5401,Northern Mariana Islands (Commonwealth of the),2020-04-03T00:00:00.000Z,8,2,145.5878321,16.25570464,Northern Mariana Islands (Commonwealth of the),b6207b55-8d8b-4599-9ea6-714cad3be598,"北马里亚纳群岛自由邦
",,,,
5402,Northern Mariana Islands (Commonwealth of the),2020-04-04T00:00:00.000Z,8,0,145.5878321,16.25570464,Northern Mariana Islands (Commonwealth of the),b6207b55-8d8b-4599-9ea6-714cad3be598,"北马里亚纳群岛自由邦
",,,,
5403,Northern Mariana Islands (Commonwealth of the),2020-04-05T00:00:00.000Z,8,0,145.5878321,16.25570464,Northern Mariana Islands (Commonwealth of the),b6207b55-8d8b-4599-9ea6-714cad3be598,"北马里亚纳群岛自由邦
",,,,
5404,Northern Mariana Islands (Commonwealth of the),2020-04-06T00:00:00.000Z,8,0,145.5878321,16.25570464,Northern Mariana Islands (Commonwealth of the),b6207b55-8d8b-4599-9ea6-714cad3be598,"北马里亚纳群岛自由邦
",,,,
5405,Northern Mariana Islands (Commonwealth of the),2020-04-07T00:00:00.000Z,8,0,145.5878321,16.25570464,Northern Mariana Islands (Commonwealth of the),b6207b55-8d8b-4599-9ea6-714cad3be598,"北马里亚纳群岛自由邦
",,,,
5406,Northern Mariana Islands (Commonwealth of the),2020-04-08T00:00:00.000Z,8,0,145.5878321,16.25570464,Northern Mariana Islands (Commonwealth of the),b6207b55-8d8b-4599-9ea6-714cad3be598,"北马里亚纳群岛自由邦
",,,,
5407,Northern Mariana Islands (Commonwealth of the),2020-04-09T00:00:00.000Z,11,3,145.5878321,16.25570464,Northern Mariana Islands (Commonwealth of the),b6207b55-8d8b-4599-9ea6-714cad3be598,"北马里亚纳群岛自由邦
",,,,
5408,Northern Mariana Islands (Commonwealth of the),2020-04-10T00:00:00.000Z,11,0,145.5878321,16.25570464,Northern Mariana Islands (Commonwealth of the),b6207b55-8d8b-4599-9ea6-714cad3be598,"北马里亚纳群岛自由邦
",,,,
5409,Northern Mariana Islands (Commonwealth of the),2020-04-11T00:00:00.000Z,11,0,145.5878321,16.25570464,Northern Mariana Islands (Commonwealth of the),b6207b55-8d8b-4599-9ea6-714cad3be598,"北马里亚纳群岛自由邦
",,,,
5410,Northern Mariana Islands (Commonwealth of the),2020-04-12T00:00:00.000Z,11,0,145.5878321,16.25570464,Northern Mariana Islands (Commonwealth of the),b6207b55-8d8b-4599-9ea6-714cad3be598,"北马里亚纳群岛自由邦
",,,,
5411,Norway,2020-02-27T00:00:00.000Z,1,1,14.07508911,64.44784887,Norway,82efba96-e610-4592-a329-95d7c3a57b4f,挪威,Norvège,Noruega,Норвегия,النرويج
5412,Norway,2020-02-28T00:00:00.000Z,4,3,14.07508911,64.44784887,Norway,82efba96-e610-4592-a329-95d7c3a57b4f,挪威,Norvège,Noruega,Норвегия,النرويج
5413,Norway,2020-02-29T00:00:00.000Z,6,2,14.07508911,64.44784887,Norway,82efba96-e610-4592-a329-95d7c3a57b4f,挪威,Norvège,Noruega,Норвегия,النرويج
5414,Norway,2020-03-01T00:00:00.000Z,15,9,14.07508911,64.44784887,Norway,82efba96-e610-4592-a329-95d7c3a57b4f,挪威,Norvège,Noruega,Норвегия,النرويج
5415,Norway,2020-03-02T00:00:00.000Z,19,4,14.07508911,64.44784887,Norway,82efba96-e610-4592-a329-95d7c3a57b4f,挪威,Norvège,Noruega,Норвегия,النرويج
5416,Norway,2020-03-03T00:00:00.000Z,25,6,14.07508911,64.44784887,Norway,82efba96-e610-4592-a329-95d7c3a57b4f,挪威,Norvège,Noruega,Норвегия,النرويج
5417,Norway,2020-03-04T00:00:00.000Z,33,8,14.07508911,64.44784887,Norway,82efba96-e610-4592-a329-95d7c3a57b4f,挪威,Norvège,Noruega,Норвегия,النرويج
5418,Norway,2020-03-05T00:00:00.000Z,56,23,14.07508911,64.44784887,Norway,82efba96-e610-4592-a329-95d7c3a57b4f,挪威,Norvège,Noruega,Норвегия,النرويج
5419,Norway,2020-03-06T00:00:00.000Z,86,30,14.07508911,64.44784887,Norway,82efba96-e610-4592-a329-95d7c3a57b4f,挪威,Norvège,Noruega,Норвегия,النرويج
5420,Norway,2020-03-07T00:00:00.000Z,113,27,14.07508911,64.44784887,Norway,82efba96-e610-4592-a329-95d7c3a57b4f,挪威,Norvège,Noruega,Норвегия,النرويج
5421,Norway,2020-03-08T00:00:00.000Z,147,34,14.07508911,64.44784887,Norway,82efba96-e610-4592-a329-95d7c3a57b4f,挪威,Norvège,Noruega,Норвегия,النرويج
5422,Norway,2020-03-09T00:00:00.000Z,169,22,14.07508911,64.44784887,Norway,82efba96-e610-4592-a329-95d7c3a57b4f,挪威,Norvège,Noruega,Норвегия,النرويج
5423,Norway,2020-03-10T00:00:00.000Z,192,23,14.07508911,64.44784887,Norway,82efba96-e610-4592-a329-95d7c3a57b4f,挪威,Norvège,Noruega,Норвегия,النرويج
5424,Norway,2020-03-11T00:00:00.000Z,277,85,14.07508911,64.44784887,Norway,82efba96-e610-4592-a329-95d7c3a57b4f,挪威,Norvège,Noruega,Норвегия,النرويج
5425,Norway,2020-03-12T00:00:00.000Z,277,0,14.07508911,64.44784887,Norway,82efba96-e610-4592-a329-95d7c3a57b4f,挪威,Norvège,Noruega,Норвегия,النرويج
5426,Norway,2020-03-13T00:00:00.000Z,277,0,14.07508911,64.44784887,Norway,82efba96-e610-4592-a329-95d7c3a57b4f,挪威,Norvège,Noruega,Норвегия,النرويج
5427,Norway,2020-03-14T00:00:00.000Z,750,473,14.07508911,64.44784887,Norway,82efba96-e610-4592-a329-95d7c3a57b4f,挪威,Norvège,Noruega,Норвегия,النرويج
